source_deposit,LABEL,LONGITUDE,LATITUDE,SOURCE,PROVINCEID,OCCURRENCE_NAME,CLASS,STATE,COMMODITY_NAMES,gravity_iso_residual,gravity_cscba,gravity_cscba_1vd
,0,116.354,-31.22800000000005,other_deposit,,Dionysus,mineral deposit,WA,"Alumina, Unspecified/Unknown, Bauxite",211.111328125,9.50125,1917.9218
,0,131.42442646459207,-22.52154311140093,blank_area,GA.GeologicProvince.467256,,,,,-88.38677978515625,-597.5273,464.82407
,0,147.64592982708942,-34.939355857902235,blank_area,GA.GeologicProvince.559178,,,,,100.39472198486328,-203.15714,14.513901
,0,136.77234818471453,-20.47062850352648,blank_area,GA.GeologicProvince.551269,,,,,69.5108642578125,-146.57385,324.4665
Ben Mohr,1,148.89595856395798,-21.272685699651564,positive,,,,,,172.14517211914062,20.200726,-1350.5037
,0,138.8779,-34.5001,other_deposit,,SIEBERS,MINE,SA,"Marble, Dolomite",63.85811996459961,-92.06069,-664.03204
Kelly,1,119.87428964225914,-21.79467455776665,positive,,,,,,-99.90745544433594,-428.86237,83.84716
Racecourse (Bushranger),1,149.68147705089524,-33.83872022596229,positive,,,,,,279.6265563964844,-358.85138,749.14496
,0,138.97126176727485,-22.36789060209876,blank_area,GA.GeologicProvince.559201,,,,,338.7320861816406,168.93942,1819.4637
,0,123.95729726635096,-29.036337032749923,blank_area,GA.GeologicProvince.464632,,,,,-345.13751220703125,-694.96594,-781.50366
,0,125.8523233952874,-24.729491803143294,blank_area,GA.GeologicProvince.466902,,,,,-255.1212921142578,-622.9392,-550.83685
,0,133.7064539710194,-23.508775896418864,blank_area,GA.GeologicProvince.466901,,,,,-126.0911865234375,-701.0362,40.953365
,0,138.3787,-33.376700000000056,other_deposit,,BATTEN,DEPOSIT,SA,Kaolin,-30.171096801757812,-248.38544,-1655.9951
,0,143.023,-35.98849999999999,other_deposit,,Dunkirk,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",-103.40853118896484,-201.8043,-1184.4227
,0,132.56126066815094,-24.14193720169381,blank_area,GA.GeologicProvince.364772,,,,,-680.22265625,-1230.757,-2552.4956
,0,121.2602,-29.425999999999988,other_deposit,,WABMINES CDS40275,mineral deposit,WA,Gravel,-571.7107543945312,-922.6171,-2754.3203
,0,117.1878,-20.620600000000007,other_deposit,,Sams Creek / North,mineral deposit,WA,"Sand - undifferentiated, Gravel",23.512754440307617,56.93315,3547.1765
Riverhead,1,150.76733552604207,-24.03902021145964,positive,,,,,,184.46316528320312,32.69742,-2225.7278
,0,115.457,-21.840400000000027,other_deposit,,Mount Minnie Sand Environmental Group,mineral deposit,WA,"Sand - undifferentiated, Gravel",310.7236022949219,257.70044,317.5167
,0,115.36859845377316,-25.865263380578416,blank_area,GA.GeologicProvince.466901,,,,,28.32923126220703,-160.79073,422.37543
,0,115.7884,-32.45750000000001,other_deposit,,Stock Rd Lot 518 Stake Hill / Holcim,mineral deposit,WA,Sand - undifferentiated,-756.3373413085938,-791.24817,-3824.881
,0,138.2836835788438,-19.33352062877923,blank_area,GA.GeologicProvince.468269,,,,,-93.16097259521484,-292.7987,-869.6462
,0,129.17752033133075,-17.077487506567437,blank_area,GA.GeologicProvince.467204,,,,,-63.88133239746094,-279.03113,-80.80639
,0,138.5531,-31.19030000000004,other_deposit,,MOUNT FALKLAND NO.3,MINE,SA,Barite,192.1688995361328,-28.975128,571.47565
,0,140.87373168973343,-30.678969236520103,blank_area,GA.GeologicProvince.529302,,,,,88.77982330322266,14.546215,-223.97983
,0,117.51420000000002,-22.1595,other_deposit,,Badger,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",-358.4443054199219,-797.5371,-3661.7578
,0,120.0907,-30.5879,other_deposit,,FIN9 - Mt Watts,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Iron, Manganese",-172.79727172851562,-539.99146,2861.7021
,0,132.82837466241187,-22.296117753062035,blank_area,GA.GeologicProvince.467256,,,,,-389.3607177734375,-922.58386,-92.375145
,0,117.6746,-22.34439999999996,other_deposit,,Mt Barnett Borrow Pit,mineral deposit,WA,Gravel,-295.11712646484375,-767.03503,-1945.8961
,0,115.51130000000002,-22.13710000000002,other_deposit,,Mt Minnie Granite Environmental Group,mineral deposit,WA,"Aggregate - marine, Aggregate - undifferentiated, Granite",107.32925415039062,28.790983,-2604.37
,0,133.64223664009177,-25.53118825093733,blank_area,GA.GeologicProvince.466901,,,,,-545.1416015625,-900.4003,-1740.5452
,0,131.77284916794014,-20.902122250301524,blank_area,GA.GeologicProvince.364771,,,,,166.28396606445312,-207.736,-79.85153
,0,130.28824052809176,-27.30585128569807,blank_area,GA.GeologicProvince.575977,,,,,-378.8910217285156,-803.8671,-1595.1122
,0,116.56,-25.559700000000017,other_deposit,,Erong Springs Black Granite,mineral deposit,WA,Dimension stone,-224.88673400878906,-531.9548,-2868.9749
,0,142.8230697393103,-12.904386351097092,blank_area,GA.GeologicProvince.20489,,,,,498.7783508300781,436.008,-1392.4939
Gemini,1,148.02261613802764,-33.31530463502646,positive,,,,,,208.6715850830078,-69.779434,-139.49887
Marsden,1,147.50261801199392,-33.75051005816599,positive,,,,,,173.79782104492188,-54.416,2402.2249
Yiddah,1,147.32565716778055,-34.08624522414035,positive,,,,,,296.721923828125,71.55585,1887.0502
Mt. Poole,1,152.37748977781482,-29.847809742966373,positive,,,,,,209.07008361816406,-259.97726,-751.59076
Greenvale Project (Cockie Creek deposit),1,144.7450222963767,-19.0808412010928,positive,,,,,,589.6178588867188,101.525764,-665.70044
Dogwood,1,148.0141828316373,-37.5882938342173,positive,,,,,,202.07325744628906,-81.14561,582.55133
Calliope,1,151.23842688077062,-24.06994990694104,positive,,,,,,305.839599609375,208.23485,1707.0958
,0,146.20821093820592,-33.1725091004643,blank_area,GA.GeologicProvince.559178,,,,,-2.7908685207366943,-157.39488,119.06001
,0,128.9635,-18.8836,other_deposit,,Browns Range Borrow Pit,mineral deposit,WA,Gravel,-89.71967315673828,-436.30487,-3531.4673
,0,115.89633508561906,-26.945351474356897,blank_area,GA.GeologicProvince.466901,,,,,133.6544189453125,-124.058235,95.34674
Allendale,1,148.17421036726452,-32.57482696395626,positive,,,,,,243.33041381835938,-25.902481,1696.8682
Mannersley,1,150.84302791123437,-24.04672395243668,positive,,,,,,135.39590454101562,-8.049151,-2392.7595
,0,115.5179,-31.322600000000044,other_deposit,,Moore River Group,mineral deposit,WA,"Limestone, Dimension stone",-736.189208984375,-677.2451,-706.58435
Endeavour E-31N,1,148.0568032079791,-32.92108488002492,positive,,,,,,106.29115295410156,-176.29936,-2178.1892
,0,116.46819999999998,-31.352200000000018,other_deposit,,Culham Talc Bolgart,mineral deposit,WA,Talc,60.08916091918945,-140.97067,365.33743
,0,115.3063,-33.71139999999999,other_deposit,,Ambergate Group,mineral deposit,WA,"Monazite, Unspecified/Unknown, Titanium dioxide, Heavy minerals, Ilmenite, Zircon, Rutile, Leucoxene",-384.1638488769531,-377.4114,-4304.298
Yeoval,1,148.6298191132084,-32.710436067436746,positive,,,,,,245.01385498046875,-113.47078,-6.2213726
Cullingarai,1,147.43957386610805,-34.18855919669984,positive,,,,,,223.12229919433594,-17.204277,825.784
Ferndale,1,149.10533301809068,-33.52277231190167,positive,,,,,,269.3385925292969,-291.00623,-2370.3562
,0,121.99200000000002,-30.297000000000043,other_deposit,,Wellington East,mineral deposit,WA,"Nickel, Cobalt",-284.3495788574219,-600.5804,2267.8955
Dairy Hill,1,148.89041800728006,-33.24874669191047,positive,,,,,,240.40077209472656,-253.41977,-757.09686
Mt. Leslie,1,140.18281228827124,-20.300915472472106,positive,,,,,,492.7892150878906,301.00006,665.2494
,0,119.9778,-30.43489999999999,other_deposit,,Carina Extended,mineral deposit,WA,Iron,-85.46653747558594,-457.30078,5413.7793
Copperhead (Julivon Creek),1,148.29848026884258,-20.540578684976627,positive,,,,,,9.908461570739746,-167.07442,-5539.5127
,0,138.4336,-34.627600000000044,other_deposit,,PORT GAWLER NO.2,MINE,SA,"Limestone, Sand - undifferentiated, Sea shells / shell grit",9.23792552947998,-65.25299,566.16254
Hopetoun,1,148.01664727810143,-32.972472187722005,positive,,,,,,79.6911849975586,-197.5058,-3256.5552
,0,115.7756,-32.75190000000003,other_deposit,,Old Bunbury Rd Lot 101 West Coolup / Urban Resources,mineral deposit,WA,Sand - undifferentiated,-721.1251831054688,-772.701,-4424.0674
,0,128.81206376219956,-24.85538480147308,blank_area,GA.GeologicProvince.466901,,,,,-176.2567596435547,-658.7058,-323.04108
,0,115.104,-33.92429999999997,other_deposit,,Osmington Road Gravel,mineral deposit,WA,Gravel,131.79638671875,196.80594,-273.5103
,0,143.94577021821303,-16.129549938371838,blank_area,GA.GeologicProvince.20437,,,,,549.6832885742188,362.20468,1678.5835
,0,116.31829999999998,-30.9177,other_deposit,,Yerecoin North,mineral deposit,WA,"Unspecified/Unknown, Iron, Magnetite",164.65283203125,-37.056484,1766.4364
,0,130.77888080843215,-18.628092130435,blank_area,GA.GeologicProvince.22109,,,,,58.67649459838867,-210.61671,-642.8465
,0,152.8758,-27.175700000000013,other_deposit,,NARANGBA,OPERATING MINE,QLD,Unspecified/Unknown,379.54913330078125,300.1301,-4486.055
Coppin Gap (Spinifex Ridge),1,120.11204056156232,-20.89419613835829,positive,,,,,,95.53131866455078,-35.024395,1280.9937
Gooleys,1,149.07233204950273,-33.5073154214367,positive,,,,,,302.9676513671875,-256.23376,-1503.2391
Limonite Hill,1,150.6240437422632,-23.71677611928672,positive,,,,,,184.74522399902344,73.73572,-2115.177
,0,146.9172891344904,-21.199640957793005,blank_area,GA.GeologicProvince.20489,,,,,466.2240295410156,258.23306,2010.0704
Northparkes district (includes Endeavour -22 -26 -27 and -48),1,148.01512158580468,-32.921868697684125,positive,,,,,,102.11552429199219,-172.71185,-2331.648
Endeavour 43 (E43),1,147.47545035658294,-33.74899083601481,positive,,,,,,141.49929809570312,-89.10194,-13.51177
Western Tharsis,1,145.57595598822272,-41.99044347943926,positive,,,,,,23.53829574584961,-198.84816,-2768.8687
,0,132.0804395333205,-26.84650637223157,blank_area,GA.GeologicProvince.576199,,,,,126.37625885009766,-322.7129,943.508
,0,116.19270000000002,-21.738000000000028,other_deposit,,Deepdale Mesa H,mineral deposit,WA,Iron,8.232583999633789,-159.94374,-3471.3403
Anabama Hill,1,140.23105398327758,-32.7309051350134,positive,,,,,,-183.83680725097656,-407.51416,-3884.7163
,0,149.12611701027143,-27.14033643226068,blank_area,GA.GeologicProvince.530059,,,,,-59.807254791259766,-305.4776,-666.2088
Netley Hill,1,140.02987092811364,-32.78511794020914,positive,,,,,,-136.98544311523438,-350.7221,-2056.7432
,0,135.67395778429986,-23.39860630728064,blank_area,GA.GeologicProvince.467256,,,,,-2.087160110473633,-330.8787,-2686.1838
,0,144.4043,-37.18679999999996,other_deposit,,Mailers,mineral deposit,VIC,Basalt,48.977752685546875,-230.1631,-915.1977
,0,137.53719513486556,-21.74830117823766,blank_area,GA.GeologicProvince.468041,,,,,126.84468841552734,-66.97541,1103.8679
,0,141.4874815112454,-34.438752066084845,blank_area,GA.GeologicProvince.550808,,,,,-126.80709075927734,-176.39883,1379.7555
,0,115.8153,-33.608399999999975,other_deposit,,Donnybrook Stone / Italia,Mine - Openpit,WA,"Sandstone, Dimension stone",-164.68106079101562,-285.69202,5000.875
,0,119.697,-30.35920000000002,other_deposit,,Bungalbin Iron Group,mineral deposit,WA,Iron,91.98875427246094,-275.02905,6987.6064
Eurowie,1,147.39568381405644,-33.844256187353885,positive,,,,,,149.73439025878906,-70.95216,271.80276
,0,119.0928,-23.2256,other_deposit,,Shivani Ridge,mineral deposit,WA,"Unspecified/Unknown, Manganese, Phosphorus, Alumina, Iron",-203.2278594970703,-745.9604,-212.24107
Central Cowal,1,147.49553020999076,-33.66958531441376,positive,,,,,,191.9082489013672,-37.473602,942.9881
,0,133.98931735300266,-21.452796799420504,blank_area,GA.GeologicProvince.529556,,,,,265.8200988769531,-140.54137,2813.835
,0,133.3276097132443,-20.728468783298,blank_area,GA.GeologicProvince.468041,,,,,-417.5389099121094,-753.63293,-2517.3074
,0,133.15673777922774,-21.15637458207796,blank_area,GA.GeologicProvince.467256,,,,,427.7765197753906,43.802536,2487.9675
,0,115.74689981445192,-26.19872497137656,blank_area,GA.GeologicProvince.575992,,,,,-359.6366271972656,-592.0047,-2270.0295
,0,136.23332765338594,-18.65657381438564,blank_area,GA.GeologicProvince.529556,,,,,9.632685661315918,-192.68745,-1056.2896
,0,127.4081602258188,-24.136503651610944,blank_area,GA.GeologicProvince.22078,,,,,-203.2714080810547,-592.8922,-348.52576
Central Cowal,1,147.48472558556753,-33.640245584749955,positive,,,,,,160.92962646484375,-58.68869,-9.971258
Moorilda,1,149.34562356628965,-33.61574789867701,positive,,,,,,313.81915283203125,-275.27988,3058.6848
,0,120.03629999999998,-20.42620000000005,other_deposit,,Midnight Ridge,mineral deposit,WA,Iron,58.22620391845703,-1.3346274,1025.0927
,0,141.59526200985746,-26.4623184244002,blank_area,GA.GeologicProvince.20489,,,,,-124.26075744628906,-219.86426,395.58728
,0,134.55419206608286,-24.51188504328885,blank_area,GA.GeologicProvince.466901,,,,,-446.7891845703125,-764.4115,-962.263
,0,121.1812,-21.4013,other_deposit,,Mt Sydney,mineral deposit,WA,Manganese,-204.82003784179688,-451.324,-794.7555
Moorilda,1,149.36358730674172,-33.60685421574576,positive,,,,,,264.9986877441406,-322.24503,1450.9088
,0,140.4641,-36.81060000000002,other_deposit,,LOCHABER,deposit,SA,Coal - undifferentiated,126.27530670166016,83.76165,324.77106
,0,123.57134306447664,-22.21957527267611,blank_area,GA.GeologicProvince.466191,,,,,-67.80801391601562,-335.67422,-331.2112
Yeppoon,1,150.70137829684822,-23.02905148676517,positive,,,,,,247.95008850097656,212.99515,691.528
Ferndale,1,149.14827046495344,-33.499038013594394,positive,,,,,,318.4425354003906,-240.02386,1530.9546
,0,146.75243824312895,-27.8369785797676,blank_area,GA.GeologicProvince.529302,,,,,69.60721588134766,-116.30971,49.835464
,0,148.0905,-40.345899999999965,other_deposit,,Munro Bay,deposit,TAS,Tin,93.51838684082031,187.54329,-1161.755
Monza,1,147.39035444383867,-34.20124338597006,positive,,,,,,285.4042663574219,50.564064,2310.846
Netley Hill,1,140.01151351620402,-32.811230167396154,positive,,,,,,-155.53346252441406,-358.27023,-3819.6226
Tartana project,1,144.2726210870674,-16.93595110986807,positive,,,,,,246.93130493164062,-33.47078,448.6012
Mount Vista,1,147.87083712356792,-20.577054943492968,positive,,,,,,367.1401062011719,214.80615,-1167.9316
,0,115.4348,-30.624500000000005,other_deposit,,Cooljarloo 12000,mineral deposit,WA,"Leucoxene, Rutile, Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon",-741.0723876953125,-761.0263,-1804.2543
Calgoa,1,152.26172625851035,-25.86940792788983,positive,,,,,,229.9689483642578,70.70673,-992.1052
Mount Abbot,1,147.95564118127356,-20.19575765343948,positive,,,,,,127.59867095947266,-1.7284837,-3602.141
Endeavour E-31N,1,148.0597356281565,-32.96839676688312,positive,,,,,,115.26412963867188,-164.70615,-1667.3635
,0,118.6631,-30.5288,other_deposit,,Jindarra,mineral deposit,WA,"Uranium oxide, Uranium, Coal - brown",-299.2784423828125,-641.7383,-1453.3132
,0,137.542,-33.00280000000001,other_deposit,,MOUNT LAURA EAST,MINE,SA,Barite,-3.9085724353790283,-107.69249,-166.35684
,0,136.03234748560178,-27.709169040488955,blank_area,GA.GeologicProvince.529551,,,,,-111.56182098388672,-189.46498,-1305.0999
,0,145.66868658711658,-22.76547028959796,blank_area,GA.GeologicProvince.20489,,,,,229.71534729003906,-35.711018,-11.008572
,0,121.835,-30.709100000000003,other_deposit,,Taurus Chrysoprase (25),mineral deposit,WA,"Chrysoprase, Opal, Magnesite, Chalcedony - undifferentiated",-164.53158569335938,-473.2573,716.72406
Mt. Robin,1,146.95937153509607,-20.53904726561097,positive,,,,,,353.90087890625,156.96832,-198.01291
,0,140.3450683651721,-25.96808459429273,blank_area,GA.GeologicProvince.529302,,,,,-124.51927185058594,-188.22107,-187.18942
,0,125.12087178205265,-21.939388938335888,blank_area,GA.GeologicProvince.468269,,,,,-229.46319580078125,-520.8015,-762.217
,0,148.477824941191,-25.138375736698933,blank_area,GA.GeologicProvince.530059,,,,,273.61138916015625,-117.77078,-204.92575
,0,122.16268213078172,-23.773309064116685,blank_area,GA.GeologicProvince.22115,,,,,-70.42929077148438,-456.76212,1165.6663
,0,145.3704,-17.06469999999997,other_deposit,,SENPORT PTY LTD,OPERATING MINE,QLD,Sand - undifferentiated,252.938232421875,-121.44765,-473.3807
,0,116.05970000000002,-30.38189999999997,other_deposit,,Namban - Mulroy Green,mineral deposit,WA,"Granite, Dimension stone",-60.31092071533203,-272.23825,1655.016
,0,136.5289089113629,-27.5799535361097,blank_area,GA.GeologicProvince.529551,,,,,-76.27127838134766,-111.394485,391.00336
Homer,1,147.35020407913393,-34.24011999951804,positive,,,,,,279.0666809082031,45.66534,2454.209
,0,116.87057164845096,-23.51333704193254,blank_area,GA.GeologicProvince.464200,,,,,164.9341583251953,-143.58589,418.9303
,0,144.60948406181984,-26.38686029148284,blank_area,GA.GeologicProvince.529801,,,,,-34.41413116455078,-247.07654,-308.56482
,0,116.0633,-33.854599999999984,other_deposit,,South Cornwall Leases (70),mineral deposit,WA,"Tin, Tin oxide/cassiterite",276.8378601074219,139.46155,6034.4854
,0,120.7413,-21.19520000000005,other_deposit,,Ripon Hills A,mineral deposit,WA,"Alumina, Iron, Unspecified/Unknown, Manganese",190.459716796875,-9.420779,2414.4949
,0,134.5602759266238,-26.804558246237075,blank_area,GA.GeologicProvince.20489,,,,,-219.55410766601562,-424.22357,-439.76804
,0,140.3464,-33.772799999999954,other_deposit,,PARCOOLA NORTH,deposit,SA,Gypsum,1.0275366306304932,-70.99258,-496.01425
Endeavour E-31N,1,148.06525095125946,-32.927232173601105,positive,,,,,,106.16409301757812,-178.9781,-2967.9316
,0,125.7151321744361,-23.95480663182845,blank_area,GA.GeologicProvince.466901,,,,,-205.8022918701172,-565.9838,-695.3825
,0,135.98729031094766,-24.938503152747924,blank_area,GA.GeologicProvince.467256,,,,,-48.53083038330078,-191.54593,484.56296
,0,145.3415,-27.576099999999933,other_deposit,,KOROIT OPAL FIELD,OPERATING MINE,QLD,Opal,148.26235961914062,-38.754185,152.20245
,0,136.68778043512933,-21.381252829745893,blank_area,GA.GeologicProvince.468269,,,,,156.5052947998047,-72.43475,465.8237
,0,149.79733735589832,-27.85229649364908,blank_area,GA.GeologicProvince.27354,,,,,64.84991455078125,-158.9962,301.06882
,0,151.9996,-28.16310000000001,other_deposit,,TANAMERAH SANDSTONE,OPERATING MINE,QLD,"Stone - building stone, Sandstone",367.44879150390625,-43.549854,761.0686
Sunday Creek,1,148.4441928358877,-37.54279681641632,positive,,,,,,218.49855041503906,-57.77044,87.389565
,0,132.89042811359786,-26.74519889000255,blank_area,GA.GeologicProvince.529551,,,,,-111.54890441894531,-516.04846,713.543
Dairy Hill,1,148.84155643702326,-33.24097058352514,positive,,,,,,227.08819580078125,-255.04536,-860.4292
,0,138.1166,-34.16619999999999,other_deposit,,INNES,DEPOSIT,SA,Salt,200.14505004882812,117.85112,-53.6331
Town Creek,1,146.79350521974857,-20.451364628403752,positive,,,,,,395.5325927734375,184.71298,999.1976
Briggs,1,150.72324182714578,-23.94832056587598,positive,,,,,,200.57791137695312,55.52391,-2372.6782
,0,141.3535261846423,-26.89539392238202,blank_area,GA.GeologicProvince.529801,,,,,-88.58570861816406,-181.37167,-266.28476
,0,141.3408,-37.26140000000001,other_deposit,,Douglas - Chetwynd Dune,mineral deposit,VIC,"Ilmenite, Leucoxene, Rutile, Zircon",172.22998046875,70.46036,-277.5638
,0,120.56300000000002,-26.359599999999965,other_deposit,,Nimary Borrow Pit 2,mineral deposit,WA,Gravel,31.800500869750977,-427.78625,2375.0356
Briggs,1,150.67810646932318,-24.00210721697153,positive,,,,,,364.5274963378906,197.05484,61.671223
,0,121.83348311649104,-22.929701226864108,blank_area,GA.GeologicProvince.466901,,,,,-74.6222152709961,-431.7084,-311.41812
,0,116.8288,-20.90860000000001,other_deposit,,Twin Table Hills Borrow Pit,mineral deposit,WA,Aggregate - undifferentiated,-263.60028076171875,-305.13297,-751.75995
,0,115.7174,-33.52540000000001,other_deposit,,Gwindinup North 2,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon, Leucoxene, Monazite",-771.9249267578125,-843.05756,-5093.5317
,0,143.30414556238824,-27.06997340845559,blank_area,GA.GeologicProvince.529551,,,,,-67.64984130859375,-214.41095,320.38443
,0,136.1603741752901,-29.981345885103018,blank_area,GA.GeologicProvince.529788,,,,,-186.63710021972656,-291.3611,-786.4411
,0,117.7496,-22.63919999999997,other_deposit,,Tom Price Aggregate 1970,mineral deposit,WA,"Aggregate - undifferentiated, Unspecified/Unknown, Basalt",-299.27972412109375,-804.49585,-952.6881
,0,142.318,-36.115099999999984,other_deposit,,Karkarooc West,mineral deposit,VIC,"Ilmenite, Leucoxene, Monazite, Rutile, Xenotime, Zircon",8.229277610778809,-90.486755,-743.86444
,0,116.3366,-31.758499999999955,other_deposit,,Burma Road Bailup Gravel,mineral deposit,WA,Gravel,5.463015556335449,-166.6156,-1329.1765
,0,126.22357703365864,-17.776858596722633,blank_area,GA.GeologicProvince.468269,,,,,65.30962371826172,-180.61429,327.94818
,0,120.3391,-26.828200000000034,other_deposit,,Millipede,mineral deposit,WA,"Uranium oxide, Uranium, Vanadium",-19.232576370239258,-480.1904,4881.1343
Mt. Robin,1,147.00991862753423,-20.593557170410683,positive,,,,,,338.5787658691406,143.11159,-974.96155
Boddington,1,116.33199738127392,-32.754197705861266,positive,,,,,,182.6147003173828,-18.02881,-494.88177
,0,137.26680000000002,-29.00520000000005,other_deposit,,BABBAGE SOUTH,DEPOSIT,SA,Dolomite,38.52671813964844,22.012594,642.524
,0,116.1252,-21.73259999999996,other_deposit,,Deepdale Mesa G,mineral deposit,WA,Iron,222.51559448242188,68.26745,-15.5401325
,0,116.2219,-22.07619999999999,other_deposit,,Kens Bore East,Deposit - Unspecified,WA,"Unspecified/Unknown, Magnesia (magnesium oxide), Manganese, Phosphorus, Sulphur, Alumina, Iron",268.0195007324219,53.02027,-1147.934
Kangaroo Hill,1,147.3465029427787,-34.120572797371786,positive,,,,,,291.69586181640625,59.36144,-550.3929
,0,118.3365,-32.582300000000004,other_deposit,,Kondinin / Sloan,mineral deposit,WA,Gypsum,-25.60786247253418,-303.79123,1201.8898
,0,138.32748715130228,-18.758258831653635,blank_area,GA.GeologicProvince.551269,,,,,-91.95237731933594,-260.3509,-920.18054
,0,127.33133390652836,-22.50106347593573,blank_area,GA.GeologicProvince.468269,,,,,92.79415893554688,-265.50473,-64.73789
,0,115.1773,-30.34470000000004,other_deposit,,Jurien / Tronox,mineral deposit,WA,"Leucoxene, Rutile, Heavy minerals, Ilmenite, Zircon",-243.56846618652344,-194.6963,1363.5225
,0,127.89197503874809,-23.605035739734983,blank_area,GA.GeologicProvince.22078,,,,,-274.7988586425781,-668.61273,-955.1101
,0,131.71203870791956,-19.362533592417268,blank_area,GA.GeologicProvince.467226,,,,,-85.96393585205078,-329.45834,-632.5323
,0,119.6979,-24.917,other_deposit,,Beyondie Magnetite,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Titanium dioxide, Iron, Magnetite",-243.58595275878906,-748.7238,-1071.5416
,0,116.7505,-34.93020000000002,other_deposit,,Clarke Rd Lot 10177 North Walpole / Catalano,mineral deposit,WA,Gravel,-245.68252563476562,-120.327255,-1050.3048
,0,138.0979,-32.0342,other_deposit,,SIMMONSTON,MINE,SA,Manganese,-167.1691436767578,-358.80246,-707.40765
,0,122.1888,-29.0625,other_deposit,,Murrin Murrin East Group - Eucalyptus,mineral deposit,WA,"Nickel, Cobalt",-66.07020568847656,-431.99258,88.83683
Gibraltar Rock,1,152.40193985904227,-26.144598869197825,positive,,,,,,226.33865356445312,53.177826,-1805.7206
Racecourse (Bushranger),1,149.71751796290422,-33.82807643644553,positive,,,,,,256.9267578125,-377.36728,496.74936
,0,143.33473254107247,-30.206318233949062,blank_area,GA.GeologicProvince.529302,,,,,166.5552978515625,48.13527,352.5358
,0,115.8554,-33.56229999999998,other_deposit,,Beelerup Sandstone,mineral deposit,WA,"Sandstone, Dimension stone",20.519086837768555,-106.1572,3008.5364
,0,138.0311,-32.1812,other_deposit,,DONELLY COMSTOCK,MINE,SA,"Iron ore, Iron, Zinc",-127.1968765258789,-317.8281,-168.99983
Brazen,1,148.06442593378367,-32.969771873850966,positive,,,,,,127.32665252685547,-155.15993,-2143.2175
,0,139.1125395717946,-24.82157882550452,blank_area,GA.GeologicProvince.512258,,,,,356.80389404296875,296.0544,3203.0283
,0,136.9569,-31.410300000000035,other_deposit,,WIRRAPPA,DEPOSIT,SA,Clay,-70.97550964355469,-175.65842,4.1308513
Peak Hill,1,148.26353310957276,-32.76819550796275,positive,,,,,,182.02023315429688,-127.64173,106.091934
Struck Oil,1,150.46158565207128,-23.615383087580483,positive,,,,,,364.4689025878906,259.68082,-700.5435
,0,151.2127,-25.47910000000001,other_deposit,,EIDSVOLD SILTSTONE,OPERATING MINE,QLD,Sandstone,441.86187744140625,222.47638,452.37985
,0,137.56562971101823,-25.189216007180537,blank_area,GA.GeologicProvince.529801,,,,,-58.16987228393555,-116.61206,-10.789954
,0,114.6462,-28.26250000000004,other_deposit,,Johnny Walker (66),mineral deposit,WA,Lead,412.59942626953125,298.5324,1161.6754
,0,142.08578026532993,-28.8711360751436,blank_area,GA.GeologicProvince.20489,,,,,68.60169982910156,-30.2323,1215.0082
,0,131.1805575503759,-24.961789775258868,blank_area,GA.GeologicProvince.364772,,,,,-226.28054809570312,-683.6558,575.3874
,0,137.7741700763404,-26.43860485514901,blank_area,GA.GeologicProvince.529551,,,,,-118.85531616210938,-141.53575,-27.87565
Calliope,1,151.2607854292057,-24.05028561447924,positive,,,,,,290.35821533203125,205.72928,435.0631
,0,128.49976008171376,-25.56912592295529,blank_area,GA.GeologicProvince.467262,,,,,-329.95306396484375,-833.8941,-808.3723
,0,129.82240816278426,-26.846152712389618,blank_area,GA.GeologicProvince.467262,,,,,204.2403564453125,-270.20132,143.6834
,0,138.48988842470294,-22.54140241900612,blank_area,GA.GeologicProvince.467256,,,,,160.44839477539062,12.290155,731.66034
,0,135.89779899799117,-24.75500421262761,blank_area,GA.GeologicProvince.20489,,,,,5.915134429931641,-152.465,465.26367
Mt. Leslie,1,140.181696634548,-20.319420238601342,positive,,,,,,497.1282653808594,307.17197,1225.4198
Sunday Creek,1,148.46896021580037,-37.51897769515718,positive,,,,,,209.89268493652344,-69.10182,-134.81752
,0,145.6307305750311,-34.64587805911658,blank_area,GA.GeologicProvince.559207,,,,,14.756739616394043,-83.35737,110.63138
,0,138.6122,-34.54230000000001,other_deposit,,HAYDONS,deposit,SA,Sand - undifferentiated,55.11930847167969,-51.84243,601.3266
,0,120.9363,-30.381000000000004,other_deposit,,Carnage Silica,mineral deposit,WA,Quartz - undifferentiated,-74.28253936767578,-423.173,3915.9177
,0,142.092,-23.576799999999988,other_deposit,,MAYNE RIVER GYPSUM,OPERATING MINE,QLD,Gypsum,15.197823524475098,-141.93494,21.312038
Mt. Poole,1,152.40515408012698,-29.83100936788046,positive,,,,,,251.75033569335938,-200.10359,-9.028032
,0,141.97710558817056,-29.11021478442439,blank_area,GA.GeologicProvince.529302,,,,,95.4489517211914,-21.870884,818.33514
