source_deposit,LABEL,LONGITUDE,LATITUDE,SOURCE,PROVINCEID,OCCURRENCE_NAME,CLASS,STATE,COMMODITY_NAMES,gravity_iso_residual,gravity_cscba,gravity_cscba_1vd
Dimbulah,1,145.07856050130832,-17.249843680607707,positive,,,,,,272.83502197265625,-173.5827,-902.46533
Copperhead (Julivon Creek),1,148.2930674351041,-20.55419649735853,positive,,,,,,49.96678924560547,-130.03215,-4882.826
,0,153.5232,-27.456500000000005,other_deposit,,FISHERMAN (REDLAND SHIRE COUNCIL),OPERATING MINE,QLD,Unspecified/Unknown,437.83441162109375,678.17554,1349.1913
,0,126.5621235023358,-17.8125342305059,blank_area,GA.GeologicProvince.467107,,,,,103.5832290649414,-199.79564,-842.2802
,0,119.12209084759664,-24.3509090843112,blank_area,GA.GeologicProvince.464562,,,,,76.96543884277344,-414.77222,-653.8518
,0,126.696520965673,-18.074576088695387,blank_area,GA.GeologicProvince.467107,,,,,127.42121124267578,-157.74812,-181.06943
,0,116.94100000000002,-28.76370000000001,other_deposit,,Golden Grove - Gravel Pit A,mineral deposit,WA,Gravel,-94.86073303222656,-396.58228,1802.0822
,0,134.54037329409329,-23.79527747728061,blank_area,GA.GeologicProvince.467256,,,,,-524.9306030273438,-966.6273,-1105.3331
,0,129.8625404673569,-15.64318024429488,blank_area,GA.GeologicProvince.569185,,,,,-1.7960211038589478,-82.56291,-521.07324
Brazen,1,148.05812861589746,-32.96968868533366,positive,,,,,,115.26412963867188,-164.70615,-1667.3635
,0,132.7305232260082,-20.261966556815004,blank_area,GA.GeologicProvince.22109,,,,,-282.2176513671875,-577.86664,-1532.8403
,0,115.1182,-33.80880000000001,other_deposit,,Harmans Mill Road Lot 112 Metricup / CIM,Mine - Openpit,WA,Sand - undifferentiated,131.87213134765625,195.70412,2993.5195
,0,137.5431,-35.663900000000005,other_deposit,,SPRINGS,MINE,SA,"Salt, Gypsum",191.81985473632812,198.43188,-101.06795
,0,136.56384264496003,-29.15271623233032,blank_area,GA.GeologicProvince.529302,,,,,-113.91637420654297,-171.02455,-2199.1882
Whitewash,1,150.9038251716311,-24.80937079838023,positive,,,,,,152.70458984375,-106.1547,-1900.6085
,0,139.66896378874566,-26.158845876378845,blank_area,GA.GeologicProvince.20489,,,,,-72.05995178222656,-92.302414,430.6357
,0,123.956,-17.390599999999996,other_deposit,,May River South Gravel,mineral deposit,WA,"Gravel, Bush rock",370.2655944824219,315.0649,397.0974
,0,137.7203,-34.012399999999964,other_deposit,,DOORA,deposit,SA,Kaolin,106.46363830566406,44.95679,812.3318
,0,129.85743127929842,-18.26065938924045,blank_area,GA.GeologicProvince.468269,,,,,254.45558166503906,-79.2222,-30.754692
,0,139.0088456124113,-27.757733436919395,blank_area,GA.GeologicProvince.529302,,,,,-50.653690338134766,-80.006096,85.61926
Briggs,1,150.7197053254264,-23.9825477571506,positive,,,,,,251.9974822998047,79.75838,-2036.2239
,0,116.54970000000002,-21.707800000000013,other_deposit,,Middle Robe Mesa 2403A,mineral deposit,WA,Iron,-425.7935791015625,-644.06964,-2139.7825
Thursdays Gossan-Junction Reef (Victor 1 and Victor 2),1,142.61779579700078,-37.60936844635288,positive,,,,,,346.62139892578125,150.94911,1935.3035
,0,120.2904,-31.205000000000044,other_deposit,,Boorabbin Rock Quarry,mineral deposit,WA,"Dimension stone, Granite, Aggregate - undifferentiated, Ballast",-180.8311004638672,-544.9776,-469.06796
,0,125.35983811524656,-25.35398385644015,blank_area,GA.GeologicProvince.466902,,,,,-310.12420654296875,-689.5821,-62.3522
,0,141.71477983887925,-20.30288718741307,blank_area,GA.GeologicProvince.529302,,,,,1.1536699533462524,-108.40782,-731.6297
,0,137.4997887700913,-24.53619300174195,blank_area,GA.GeologicProvince.529551,,,,,17.033559799194336,-88.09659,-565.97406
,0,116.5849,-21.74970000000004,other_deposit,,Middle Robe Mesa 2403E,mineral deposit,WA,Iron,-435.5564880371094,-668.8222,-2035.4867
,0,121.9805,-18.449999999999967,other_deposit,,Cape Gourdon,mineral deposit,WA,Gravel,52.551422119140625,37.481754,683.0896
,0,148.93268278691053,-25.35190348356324,blank_area,GA.GeologicProvince.449962,,,,,257.0455322265625,-88.22219,506.77954
,0,120.65900000000002,-23.56209999999998,other_deposit,,Robertson Range Southwest,mineral deposit,WA,"Unspecified/Unknown, Magnesia (magnesium oxide), Manganese, Phosphorus, Sulphur, Titanium dioxide, Alumina, Iron",-317.7656555175781,-805.49396,-3959.2222
Copper Hill,1,148.91597415090962,-33.03230168550511,positive,,,,,,272.2221374511719,-197.62146,998.3339
Copper Hills,1,119.9790956510678,-21.65823994953769,positive,,,,,,-38.776493072509766,-333.8835,127.276764
,0,138.283941821744,-19.405070978309816,blank_area,GA.GeologicProvince.529556,,,,,-70.98677825927734,-273.44983,-444.03555
Coppin Gap (Spinifex Ridge),1,120.09872816903916,-20.8742574559476,positive,,,,,,141.83685302734375,-22.416191,1545.8198
Cadia East-Cadia Far East,1,148.96503129476656,-33.475965154365376,positive,,,,,,375.9897155761719,-144.98584,1495.4364
Ben Mohr,1,148.8706622203958,-21.261851706507937,positive,,,,,,184.02719116210938,26.986744,-889.3608
,0,133.6415716091418,-21.293233277179496,blank_area,GA.GeologicProvince.364771,,,,,209.75621032714844,-179.8723,-813.103
Monza,1,147.43296520007885,-34.218934481831575,positive,,,,,,228.9670867919922,-1.4437273,1403.5015
,0,142.3079667654573,-33.45424113156175,blank_area,GA.GeologicProvince.550808,,,,,-248.40921020507812,-300.21637,-1078.7057
,0,127.60602305025957,-23.734689228628262,blank_area,GA.GeologicProvince.467256,,,,,-185.93014526367188,-567.1554,-705.43915
,0,141.7900482998868,-20.875470059705425,blank_area,GA.GeologicProvince.529302,,,,,142.53707885742188,7.997966,633.84
,0,153.348,-27.07689999999996,other_deposit,,YULE BANKS (MAR CON),OPERATING MINE,QLD,Sand - undifferentiated,,519.4198,-1889.9167
,0,115.5906,-29.05999999999996,other_deposit,,Irwin River - Lockier,mineral deposit,WA,Coal - undifferentiated,-192.7022705078125,-398.14755,-6338.849
,0,114.0291,-22.24080000000001,other_deposit,,Learmonth / Learmonth Limestone,mineral deposit,WA,Limestone,256.5608825683594,381.84183,24.927395
Kelly,1,119.83846382537504,-21.786795499647056,positive,,,,,,-173.14297485351562,-504.65866,-874.56134
,0,132.83790232381804,-24.189883388179947,blank_area,GA.GeologicProvince.22078,,,,,-598.590087890625,-1120.9543,1151.3136
,0,125.6010708311633,-23.09012653110033,blank_area,GA.GeologicProvince.468269,,,,,-140.90292358398438,-464.99326,-1190.6127
Homer,1,147.36104540059668,-34.16016797952791,positive,,,,,,297.3042907714844,60.157513,1052.312
Mandamah,1,147.31264100737064,-34.167221463467015,positive,,,,,,267.4098815917969,40.2925,511.22934
Mount Vista,1,147.92243794676767,-20.561010753637547,positive,,,,,,545.9721069335938,373.08063,3903.814
,0,131.147724886331,-21.149123852914485,blank_area,GA.GeologicProvince.576288,,,,,163.49822998046875,-214.10356,-368.58643
,0,145.7303,-17.08370000000001,other_deposit,,EDMONTON,OPERATING MINE,QLD,Unspecified/Unknown,381.1275634765625,158.00638,247.94817
,0,118.0099,-22.328199999999963,other_deposit,,Winmar,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",-382.9393310546875,-863.491,-1464.6638
Woolshed,1,147.40586465739344,-34.33208204653052,positive,,,,,,238.3926544189453,2.039713,2309.6523
,0,143.56710132216637,-22.8879781331824,blank_area,GA.GeologicProvince.20489,,,,,-119.1337890625,-318.7169,-840.47095
,0,142.11926911728403,-26.9473549826824,blank_area,GA.GeologicProvince.20489,,,,,-164.58892822265625,-268.078,-980.0045
Coalstoun,1,151.82607480084292,-25.600963105116577,positive,,,,,,385.73382568359375,194.28136,-1578.7168
,0,122.17669999999998,-30.76140000000004,other_deposit,,Lake Yindarlgooda,mineral deposit,WA,"Nickel, Cobalt",-115.30278015136719,-422.6386,2409.0247
Temora Group (porphyry),1,147.47792104001132,-34.35486900695517,positive,,,,,,206.32180786132812,-43.344433,714.7518
,0,126.14039640456978,-25.576119831250708,blank_area,GA.GeologicProvince.467262,,,,,92.96158599853516,-310.74277,1549.9885
Greens Creek,1,147.40675285912062,-34.31380890518123,positive,,,,,,255.41650390625,13.616945,1669.4783
Peak Hill,1,148.21676520902463,-32.73763696333882,positive,,,,,,194.9495391845703,-100.895355,-29.860596
Endeavour 43 (E43),1,147.4461532258018,-33.759061549713635,positive,,,,,,107.57907104492188,-109.94392,-858.25165
Ridgeway,1,148.95739267738838,-33.43928237112471,positive,,,,,,355.898681640625,-159.9735,1539.4939
,0,124.7339,-17.52409999999997,other_deposit,,Blina Trial Pit,mineral deposit,WA,Diamond - undifferentiated,334.43438720703125,230.26744,-312.79742
Kitticoola,1,139.16064850708693,-34.866827804545835,positive,,,,,,-7.959292411804199,-133.74974,-947.76886
,0,136.5984,-33.10110000000004,other_deposit,,KIMBA NO.2,DEPOSIT,SA,Sand - undifferentiated,42.406044006347656,-115.27728,-1186.1827
Mount Darcy,1,143.27378949013453,-18.20452888413339,positive,,,,,,30.173362731933594,-210.57364,-2247.9226
,0,115.7348,-31.041299999999964,other_deposit,,Red Gully HMS,Deposit - Unspecified,WA,"Ilmenite, Leucoxene, Rutile, Unspecified/Unknown, Zircon, Heavy minerals",-1158.9061279296875,-1223.0931,-2981.0964
,0,144.6924,-36.90859999999999,other_deposit,,Steatite Location,mineral deposit,VIC,Talc,-28.72614288330078,-248.68546,-650.02765
Coalstoun,1,151.84378484248722,-25.57329448247347,positive,,,,,,403.7522277832031,227.02434,-1333.2206
,0,116.6557,-22.59490000000004,other_deposit,,Mesa 5 - Duck Creek,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",246.57275390625,-67.2427,2793.4116
,0,144.8841,-40.772299999999966,other_deposit,,Illawong Plains 2,deposit,TAS,Zinc,153.35157775878906,181.1295,-568.4105
,0,120.2964,-20.634099999999982,other_deposit,,Yarrie Rail Gravel 2,mineral deposit,WA,"Gravel, Sand - undifferentiated, Aggregate - undifferentiated",-54.33000946044922,-206.483,-2246.074
Struck Oil,1,150.47474905203484,-23.639893256021544,positive,,,,,,357.1529541015625,236.36183,-631.2979
Whitewash,1,150.91901140511504,-24.79310176303712,positive,,,,,,153.9066619873047,-100.387695,-2074.8958
,0,133.42542698613144,-23.998291945267347,blank_area,GA.GeologicProvince.466901,,,,,-660.04296875,-1175.4354,96.8303
,0,131.6424166109766,-29.120657561232623,blank_area,GA.GeologicProvince.576187,,,,,196.13397216796875,-10.01897,2531.1736
,0,134.15967555000225,-20.50736112898834,blank_area,GA.GeologicProvince.468265,,,,,37.0488395690918,-282.56036,-209.15477
Rosevale,1,147.38690475778867,-34.3265629926251,positive,,,,,,230.74343872070312,-7.095342,918.909
,0,134.5069573253736,-22.50915086210523,blank_area,GA.GeologicProvince.468269,,,,,235.40695190429688,-234.20352,1438.2665
,0,132.3946,-30.33979999999997,other_deposit,,BARTON WEST,DEPOSIT,SA,Heavy minerals,-1.9706538915634155,-150.57857,-274.47226
Moonmera,1,150.37676885361074,-23.551344311942007,positive,,,,,,313.12359619140625,206.9133,-4214.2964
Peak Hill,1,148.18481219455907,-32.758531253814205,positive,,,,,,210.16822814941406,-88.63236,-255.33403
,0,148.2225,-20.02159999999999,other_deposit,,BOWEN SALTWORKS,OPERATING MINE,QLD,Salt,276.0728759765625,225.38557,1164.0686
,0,143.34177375306135,-23.66130571364413,blank_area,GA.GeologicProvince.20489,,,,,-58.01996612548828,-234.293,1237.875
,0,128.77680000000004,-19.89910000000004,other_deposit,,Coyote Borrow Pit 1,mineral deposit,WA,Aggregate - undifferentiated,232.4277801513672,-95.07817,1024.3367
Mount Cannindah,1,151.27323173878986,-24.65506098065812,positive,,,,,,243.48953247070312,27.52713,-1343.7026
,0,152.3841,-27.011899999999955,other_deposit,,BRISBANE RIVER (WILSON 2),OPERATING MINE,QLD,Gravel,387.6639709472656,162.77675,-381.7897
,0,134.6477,-29.3462,other_deposit,,PENRHYN,DEPOSIT,SA,Coal - undifferentiated,-103.67776489257812,-251.39021,-8467.968
,0,138.16121649569644,-21.929704996754783,blank_area,GA.GeologicProvince.468269,,,,,-58.207542419433594,-232.89653,-2709.4956
,0,131.3861525014896,-20.968411908926083,blank_area,GA.GeologicProvince.364771,,,,,267.75775146484375,-99.79249,791.3905
,0,115.03719999999998,-34.04890000000003,other_deposit,,Calgardup Cave East,mineral deposit,WA,Gravel,153.52886962890625,306.32385,1393.7689
Ruddygore,1,144.5321876270909,-17.15331781346287,positive,,,,,,284.10064697265625,-78.780014,-132.2094
,0,115.94670000000002,-31.39290000000002,other_deposit,,Creighton Road Lot M1448 Lennard Brook / Hanson,mineral deposit,WA,"Unspecified/Unknown, Sand - undifferentiated, Silica sand",-1020.3372802734375,-1107.7988,-5717.597
Sunday Creek,1,148.4842051791701,-37.52099332354884,positive,,,,,,220.45877075195312,-53.088413,485.7191
,0,115.5203,-34.282000000000004,other_deposit,,Jack Track,mineral deposit,WA,"Leucoxene, Heavy minerals, Ilmenite, Rutile, Zircon, Garnet",-524.1401977539062,-508.13565,-2596.973
Estoril,1,147.40684010668076,-34.2452217212162,positive,,,,,,268.91497802734375,30.911947,1691.0474
,0,116.3812,-24.183700000000027,other_deposit,,Centipede Range,mineral deposit,WA,"Yttrium oxide, Yttrium, Uranium",-51.27458190917969,-369.0319,-4883.597
Coppin Gap (Spinifex Ridge),1,120.1179695520544,-20.89676840120145,positive,,,,,,109.01988220214844,-37.455624,1223.8663
,0,145.43348878973978,-21.716549155616107,blank_area,GA.GeologicProvince.529302,,,,,166.09523010253906,-104.239136,271.60175
,0,115.81900000000002,-32.854599999999984,other_deposit,,Richards Rd Lot 15 Waroona / Waroona Resources,mineral deposit,WA,Sand - undifferentiated,-589.9249267578125,-654.52313,-3620.5864
,0,121.6806,-31.21840000000002,other_deposit,,Hunt,mineral deposit,WA,Nickel,-18.881145477294922,-319.87378,7014.247
,0,115.8952,-24.64880000000004,other_deposit,,Thirty Two Mile,mineral deposit,WA,Mica,31.85340690612793,-213.68584,869.36566
,0,119.3368,-25.5513,other_deposit,,DeGrussa Geotechnical Test Pit,mineral deposit,WA,Gravel,-15.974377632141113,-505.69247,6629.392
,0,144.44419231132613,-23.476246922706373,blank_area,GA.GeologicProvince.20489,,,,,35.93342590332031,-156.08705,390.49374
,0,113.8194,-26.168699999999987,other_deposit,,L'Haridon Bight South 2,mineral deposit,WA,"Limesand, Sea shells / shell grit",,-229.70493,-1959.5992
,0,140.3265,-32.083800000000025,other_deposit,,WHITE ROCK SOUTH,deposit,SA,Fluorite,48.76811218261719,-140.26738,-780.71277
,0,119.4144,-21.88170000000002,other_deposit,,Coondina DC285,mineral deposit,WA,Tin,-476.7070007324219,-800.9452,-1798.321
,0,142.9415,-37.28110000000007,other_deposit,,Various Parties-Ararat,mineral deposit,VIC,Magnesium,149.4617919921875,-89.45118,-1008.1638
Halls Creek (Bommie deposit),1,127.45720456033584,-18.425850601952604,positive,,,,,,154.47293090820312,-186.1601,-1229.8628
Homer,1,147.3267216176814,-34.23577691458632,positive,,,,,,247.50814819335938,14.355913,-81.19856
,0,118.67619999999998,-27.085700000000006,other_deposit,,Nowthanna - Quinns Lake,Deposit - Unspecified,WA,"Uranium oxide, Uranium",-268.0614929199219,-709.50586,-1231.4528
Mandamah,1,147.32977787717678,-34.165183150869545,positive,,,,,,276.87994384765625,51.855854,1421.0603
Frogmore,1,148.80562710950093,-34.27914651535417,positive,,,,,,94.91896057128906,-380.80347,-2301.129
,0,121.06900000000002,-29.641899999999985,other_deposit,,WABMINES CDS40250,mineral deposit,WA,Gravel,-494.5462951660156,-847.91595,-2658.7617
,0,153.24580000000003,-28.20330000000001,other_deposit,,NUMINBAH PERLITE,OPERATING MINE,QLD,Perlite,320.7128601074219,296.09293,-938.07874
,0,152.6502,-27.753099999999986,other_deposit,,GIMPELS RD,OPERATING MINE,QLD,Unspecified/Unknown,207.17800903320312,28.059559,-2439.8518
,0,145.78107701702746,-26.890601550186595,blank_area,GA.GeologicProvince.20489,,,,,0.5856694579124451,-236.05724,670.287
,0,132.88843944892614,-26.04385687124949,blank_area,GA.GeologicProvince.466901,,,,,-445.0251770019531,-877.04376,-163.31888
,0,116.5251,-20.87309999999999,other_deposit,,Miaree North,mineral deposit,WA,"Iron, Magnetite",-106.60090637207031,-148.80943,-169.1021
Mannersley,1,150.80769987238628,-24.092876256037663,positive,,,,,,140.0671844482422,-11.341233,-2859.3318
,0,145.3135,-17.035000000000014,other_deposit,,NORTH WALSH RD,OPERATING MINE,QLD,Sand - undifferentiated,245.91603088378906,-135.70949,-1185.4998
,0,143.56445581651215,-27.762249347729824,blank_area,GA.GeologicProvince.20489,,,,,19.669082641601562,-115.07829,74.42858
,0,117.8578,-22.78099999999994,other_deposit,,Spring Creek CID,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",-299.08465576171875,-805.8224,-356.54895
,0,146.393,-20.01739999999995,other_deposit,,MOONLIGHT CREEK,OPERATING MINE,QLD,Unspecified/Unknown,370.1995544433594,130.44485,19.748825
,0,122.1616,-28.73250000000006,other_deposit,,WABMINES PJB0265,mineral deposit,WA,Gravel,-223.55136108398438,-609.1203,-2716.9282
Limonite Hill,1,150.6253506418672,-23.69970324345506,positive,,,,,,178.20091247558594,72.17079,-3254.085
,0,147.6026,-22.470699999999965,other_deposit,,RANKINS,OPERATING MINE,QLD,"Unspecified/Unknown, Aggregate - undifferentiated",327.6180419921875,79.917625,-783.30774
,0,119.1512,-20.291000000000047,other_deposit,,Marble Bar / Ord Riddley Mining (45),mineral deposit,WA,Ornamental stone,297.1397705078125,387.90515,6281.3765
,0,116.38930000000002,-31.75280000000002,other_deposit,,Wundowie Gravel,mineral deposit,WA,Gravel,2.741406202316284,-188.1616,-1141.5853
,0,119.2807,-29.845200000000023,other_deposit,,Deception / Cliffs,Mine - Openpit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron, Hematite",40.60048294067383,-333.34348,2644.0625
,0,151.913,-28.384699999999995,other_deposit,,BRAESIDE (WALLS),OPERATING MINE,QLD,Unspecified/Unknown,253.45346069335938,-205.31638,-281.95038
Mandamah,1,147.31905337737987,-34.164103644566225,positive,,,,,,270.9649658203125,42.475475,649.93396
,0,116.8757,-22.349400000000003,other_deposit,,Serpentine Creek West,mineral deposit,WA,Iron,-113.57909393310547,-481.40396,-702.1025
Thursdays Gossan-Junction Reef (Victor 1 and Victor 2),1,142.62047137512064,-37.563823558132135,positive,,,,,,311.0043029785156,103.42106,42.72468
,0,152.7165,-26.72090000000002,other_deposit,,MARY RIVER (RIGHTMIX),OPERATING MINE,QLD,Gravel,259.3638000488281,110.10039,-2971.4731
,0,137.09160816890895,-23.31704618926838,blank_area,GA.GeologicProvince.467256,,,,,62.351009368896484,-126.149704,-761.90393
Mt. Poole,1,152.3453419282327,-29.83243518031301,positive,,,,,,154.57025146484375,-328.6917,-2168.5356
Greenvale Project (Cockie Creek deposit),1,144.73440783085314,-19.059899781497982,positive,,,,,,583.7514038085938,93.565865,275.24854
,0,145.5575,-41.72110000000004,other_deposit,,Home Rule,deposit,TAS,Lead,56.28933334350586,-206.94939,-1652.1239
Copper Hills,1,119.9539321964879,-21.65721182837357,positive,,,,,,-104.27195739746094,-401.58612,-769.8269
,0,126.55227051273734,-16.16790904818707,blank_area,GA.GeologicProvince.468269,,,,,238.6002197265625,-137.96701,-518.8057
Briggs,1,150.7151550161013,-23.99248931689839,positive,,,,,,260.16162109375,94.97606,-1786.4467
,0,117.5219,-25.70640000000002,other_deposit,,Mt Gould (52),mineral deposit,WA,Barite,-240.77932739257812,-623.8299,-843.0814
Caravel (Bindi and Dasher),1,116.56460827438696,-30.9752699813792,positive,,,,,,-23.85842514038086,-252.15471,-573.002
,0,119.8994,-33.90849999999999,other_deposit,,Hamersley Gorge Manganese,mineral deposit,WA,"Manganese, Rhodonite",-475.5945129394531,-524.0867,-2390.5974
Coppin Gap (Spinifex Ridge),1,120.11068320598996,-20.882124299500592,positive,,,,,,137.62142944335938,-16.239616,1580.6251
,0,144.8676020369357,-33.884586164923206,blank_area,GA.GeologicProvince.559207,,,,,-15.497481346130371,-98.32444,158.25252
,0,139.6643,-34.867799999999995,other_deposit,,GOONDOOLO,deposit,SA,Calcite,196.82537841796875,124.87269,1234.4531
Yiddah,1,147.33268960191052,-34.037112854106304,positive,,,,,,256.4892272949219,31.33344,-101.96975
Monza,1,147.4134988752464,-34.24403128385767,positive,,,,,,269.8450927734375,30.47313,2152.852
,0,138.4044,-32.50209999999999,other_deposit,,MUTTABEE,MINE,SA,"Manganese, Cobalt",-15.487123489379883,-289.95865,-520.08124
,0,114.9849,-29.82610000000001,other_deposit,,Coolimba Limesand / Yarra Sand,mineral deposit,WA,"Limesand, Limestone",-147.6107940673828,-98.701294,246.08447
Rosevale,1,147.38580296436808,-34.307143787895235,positive,,,,,,244.2948455810547,9.487097,1233.1952
,0,136.2877,-33.78740000000001,other_deposit,,BAKER,MINE,SA,Gypsum,34.6651611328125,-49.696156,-274.35757
,0,121.8477609705028,-26.07645686038244,blank_area,GA.GeologicProvince.464633,,,,,-53.00981903076172,-491.35464,2369.459
,0,132.58464634241247,-21.422563940102734,blank_area,GA.GeologicProvince.468269,,,,,315.45037841796875,-112.62583,1134.7507
,0,138.50050000000002,-32.3079,other_deposit,,YANYARRIE STATION,MINE,SA,Manganese,26.693012237548828,-264.9468,-528.4223
,0,121.708,-24.69490000000004,other_deposit,,White Lake Potash - Beyondie,mineral deposit,WA,Potassium,1.8141248226165771,-444.26663,284.13675
Homer,1,147.33706173830296,-34.197144413206416,positive,,,,,,269.3614807128906,43.49614,1772.0934
,0,114.9924,-21.846699999999984,other_deposit,,Minderoo Pool,mineral deposit,WA,"Sand - undifferentiated, Gravel",35.1551628112793,36.19928,-867.3831
Carangera,1,149.2274913081061,-33.32267043235944,positive,,,,,,262.24603271484375,-298.1603,3991.6462
,0,136.32825773933948,-29.89815261689153,blank_area,GA.GeologicProvince.529788,,,,,-198.71885681152344,-287.18527,-1125.3381
,0,123.61939999999998,-28.053400000000025,other_deposit,,Gruyere Borrow Pit 1,mineral deposit,WA,Gravel,-178.14132690429688,-566.28265,-57.3624
Mount Leslie,1,148.14523365435485,-20.91739512281896,positive,,,,,,512.5609741210938,284.33115,1439.4352
Copper Hills,1,119.98743282358238,-21.633950185245983,positive,,,,,,-30.325838088989258,-319.4066,562.34204
,0,142.83699866740662,-28.864610877567504,blank_area,GA.GeologicProvince.529302,,,,,-57.49767303466797,-149.56999,-198.49815
Yiddah,1,147.30713817823377,-34.04496671094713,positive,,,,,,298.46270751953125,79.287735,2591.7363
,0,141.89330811717227,-20.52796412235759,blank_area,GA.GeologicProvince.529302,,,,,32.39208984375,-92.6814,294.96616
Briggs,1,150.7638383039308,-23.99414034479676,positive,,,,,,189.9440460205078,38.20363,-2271.6592
Endeavour 43 (E43),1,147.51434323620106,-33.7234590466876,positive,,,,,,162.63986206054688,-66.80474,2.5040684
,0,144.94689272681046,-33.96809507399987,blank_area,GA.GeologicProvince.530359,,,,,9.05858039855957,-76.95232,82.73403
Temora Group (porphyry),1,147.47424158782795,-34.346802161643026,positive,,,,,,223.36485290527344,-29.409777,1595.2175
,0,146.86700498303517,-28.191666992320684,blank_area,GA.GeologicProvince.529302,,,,,-66.79156494140625,-219.49483,-275.37677
,0,119.9219,-29.811599999999963,other_deposit,,Snark ?? Lake Giles,Mine - Openpit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Sulphur, Iron, Magnetite",-114.85408782958984,-502.17062,7124.434
Cullingarai,1,147.3717744663249,-34.17781484494589,positive,,,,,,287.43487548828125,57.15636,2047.8944
,0,145.5686,-42.88749999999998,other_deposit,,Unnamed,deposit,TAS,Rutile,116.96218872070312,231.20149,-1819.6737
,0,138.74589134861662,-27.99468338875861,blank_area,GA.GeologicProvince.529302,,,,,-269.31329345703125,-305.81683,-1882.8425
,0,117.1386,-30.97940000000001,other_deposit,,Dowerin Environmental Group,mineral deposit,WA,"Aggregate - undifferentiated, Granite, Ballast",-111.29732513427734,-375.91467,88.85222
Ruddygore,1,144.56848477305968,-17.108184131699108,positive,,,,,,291.00982666015625,-75.54124,98.92366
Cargo,1,148.80568576004785,-33.4441722149432,positive,,,,,,270.79229736328125,-195.67485,287.2325
,0,138.7205,-35.337299999999985,other_deposit,,ASHBORNE,MINE,SA,Silica sand,93.6386489868164,36.869743,3327.84
,0,134.0660723701658,-19.74693785504481,blank_area,GA.GeologicProvince.468269,,,,,73.40140533447266,-201.15488,284.88443
,0,138.14482029442743,-18.648964252196468,blank_area,GA.GeologicProvince.551269,,,,,-0.10898556560277939,-183.48978,-606.1348
,0,136.41914951295828,-24.33284873539232,blank_area,GA.GeologicProvince.529551,,,,,91.143798828125,-72.2614,-1518.3835
Woolshed,1,147.44223594002702,-34.30649297246032,positive,,,,,,248.65240478515625,9.209749,1961.7822
Kangaroo Hill,1,147.36253955068346,-34.11692574735464,positive,,,,,,303.88775634765625,75.90514,2321.0317
Mt. Leslie,1,140.1683629049633,-20.34139685998348,positive,,,,,,490.9167175292969,292.70554,-334.9119
,0,115.5468,-22.31700000000001,other_deposit,,Parry Range Marble,mineral deposit,WA,"Marble, Dimension stone",152.58021545410156,51.90309,-230.63643
,0,115.8006,-32.16900000000005,other_deposit,,Moylan Rd Wattleup / WA Limestone,mineral deposit,WA,Limestone,-930.370849609375,-960.0221,-5002.847
,0,145.545044957815,-21.2958477726052,blank_area,GA.GeologicProvince.559189,,,,,142.9500274658203,-150.15254,-1156.8062
,0,147.65221748623904,-25.162949418155065,blank_area,GA.GeologicProvince.20489,,,,,308.56512451171875,-223.96628,-608.495
,0,139.0664,-33.9237,other_deposit,,FERTICO,MINE,SA,Magnesite,186.33128356933594,-28.984804,306.2751
,0,145.59537404181276,-28.479376485081225,blank_area,GA.GeologicProvince.20489,,,,,26.958826065063477,-117.366516,-645.5305
Peak Hill,1,148.22714690589132,-32.74191181241105,positive,,,,,,189.93345642089844,-106.94894,-90.32657
,0,128.4844,-15.82459999999998,other_deposit,,Weaner Creek - Molly Spring,mineral deposit,WA,"Gravel, Sand - undifferentiated, Aggregate - undifferentiated, Aggregate - marine, Basalt",171.1839141845703,57.49147,834.72034
,0,147.05282473094357,-27.0288055883166,blank_area,GA.GeologicProvince.27354,,,,,76.60118103027344,-191.90982,189.50058
,0,117.1897,-21.891599999999983,other_deposit,,Kumina E,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",-8.693778991699219,-347.97943,-530.12787
,0,117.4358,-22.5181,other_deposit,,Brockman 4 - Deposit J,mineral deposit,WA,Iron,-122.75215911865234,-581.96,-1414.8527
Copperhead (Julivon Creek),1,148.3184691439141,-20.50577484006814,positive,,,,,,-37.58457565307617,-205.89806,-5816.17
,0,122.28140000000002,-30.1917,other_deposit,,Carosue Dam Airstrip Borrow Pit 1,mineral deposit,WA,Gravel,-415.12420654296875,-735.607,-2753.5935
,0,138.4316,-34.472099999999955,other_deposit,,TELFERS,DEPOSIT,SA,Sand - undifferentiated,54.794349670410156,-22.418062,243.22298
Endeavour E-37,1,147.99416676517538,-32.92606444847731,positive,,,,,,109.43273162841797,-167.55115,-843.3486
,0,117.4691,-22.72180000000002,other_deposit,,Turner Syncline Section 17 Main West,mineral deposit,WA,Iron,-68.65603637695312,-490.96515,3578.2021
,0,117.38136584844854,-24.46640359502968,blank_area,GA.GeologicProvince.466901,,,,,-359.8222351074219,-752.10016,-2426.2668
